assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
6,3,9, ,1,45,3,Oleksiak,0,10,8476467,-6,9,0.2,D,0,0,20242025,0,0,0.07894,L,38,Jamie Oleksiak,SEA,1153.3555
7,5,12,0.46666,1,44,5,Duhaime,0,43,8479520,6,12,0.27272,R,0,0,20242025,0,0,0.09433,L,53,Brandon Duhaime,WSH,818.9772
5,2,7,0.42402,0,33,3,Sundqvist,0,24,8476897,-2,8,0.24242,C,1,1,20242025,0,0,0.13043,R,23,Oskar Sundqvist,STL,758.6666
2,0,1,1.0,0,6,0,Graf,0,0,8484911,-2,2,0.33333,R,0,1,20242025,0,0,0.0,R,3,Collin Graf,SJS,896.5
1,1,1, ,0,26,1,Goncalves,0,4,8482201,-1,2,0.07692,C,0,1,20242025,0,0,0.05882,L,17,Gage Goncalves,TBL,704.5769
15,3,13, ,1,37,3,Hughes,0,6,8482684,-2,18,0.48648,D,0,5,20242025,0,0,0.05263,L,57,Luke Hughes,NJD,1187.6486
3,2,5, ,1,23,2,Kolyachonok,0,2,8481609,-7,5,0.21739,D,0,0,20242025,0,0,0.16666,L,12,Vladislav Kolyachonok,UTA,740.0434
12,9,13,0.36,2,40,10,Zary,1,10,8482074,-6,22,0.55,C,1,9,20242025,0,0,0.12048,L,83,Connor Zary,CGY,978.15
5,5,9,0.45454,1,41,6,Berggren,0,10,8481013,-4,11,0.26829,R,1,2,20242025,0,0,0.1132,L,53,Jonatan Berggren,DET,774.9512
19,6,16,0.50401,0,43,8,Zibanejad,0,14,8476459,-23,27,0.6279,C,2,10,20242025,0,1,0.08247,R,97,Mika Zibanejad,NYR,1098.0232
16,9,23,0.61538,0,46,12,Zetterlund,0,8,8480188,6,28,0.60869,L,3,5,20242025,0,0,0.12765,R,94,Fabian Zetterlund,SJS,1053.3913
43,12,43,0.47021,3,41,19,McDavid,0,14,8478402,12,62,1.51219,C,7,19,20242025,0,0,0.1496,L,127,Connor McDavid,EDM,1311.3658
22,12,28,0.46067,8,45,17,Boldy,1,33,8481557,3,39,0.86666,L,5,11,20242025,0,0,0.10967,L,155,Matt Boldy,MIN,1192.8222
2,1,3,0.42045,1,15,1,Nazar,0,8,8483493,-4,3,0.2,C,0,0,20242025,0,0,0.06666,R,15,Frank Nazar,CHI,817.4666
27,5,20,0.60294,1,35,11,Barkov,1,10,8477493,2,38,1.08571,C,5,14,20242025,1,4,0.14102,L,78,Aleksander Barkov,FLA,1230.3428
12,10,19,0.25,2,43,17,DeBrusk,1,10,8478498,-2,29,0.67441,L,7,10,20242025,0,0,0.19101,L,89,Jake DeBrusk,VAN,995.3953
7,10,14,0.33333,2,45,11,Tolvanen,0,6,8480009,-5,18,0.4,R,1,4,20242025,0,0,0.15068,L,73,Eeli Tolvanen,SEA,812.6222
29,12,27,0.36413,0,43,14,Stützle,0,20,8482116,6,43,1.0,C,2,16,20242025,0,0,0.16279,L,86,Tim Stützle,OTT,1179.9069
25,6,20,0.46153,2,43,14,Batherson,0,14,8480208,-2,39,0.90697,R,8,19,20242025,0,0,0.14893,R,94,Drake Batherson,OTT,1094.7209
15,9,18,0.60638,3,43,14,Trocheck,0,34,8476389,-4,29,0.67441,C,4,10,20242025,1,1,0.12173,R,115,Vincent Trocheck,NYR,1304.9302
0,0,0, ,0,3,0,Brisebois,0,0,8478465,0,0,0.0,D,0,0,20242025,0,0,0.0,L,2,Guillaume Brisebois,VAN,948.3333
8,9,17,0.0,1,44,12,Foerster,0,35,8482159,-6,20,0.45454,R,3,3,20242025,0,0,0.17142,R,70,Tyson Foerster,PHI,921.7045
3,1,4, ,0,37,1,Merrill,0,16,8475750,-3,4,0.1081,D,0,0,20242025,0,0,0.04166,L,24,Jon Merrill,MIN,865.4054
10,9,14,0.53872,4,43,15,Norris,1,28,8480064,-9,25,0.58139,C,5,10,20242025,1,1,0.17857,L,84,Josh Norris,OTT,1122.6046
0,0,0, ,0,3,0,Johnson,0,4,8481564,-2,0,0.0,D,0,0,20242025,0,0,0.0,L,3,Ryan Johnson,BUF,1060.0
6,3,7, ,0,36,3,Mintyukov,0,8,8483490,-6,9,0.25,D,0,2,20242025,0,0,0.07142,L,42,Pavel Mintyukov,ANA,1154.9722
0,0,0, ,0,2,0,Olausson,0,0,8482712,0,0,0.0,R,0,0,20242025,0,0,0.0,L,3,Oskar Olausson,COL,408.5
1,0,1,0.0,0,3,0,Merkulov,0,0,8483567,-1,1,0.33333,C,0,0,20242025,0,0,0.0,L,4,Georgii Merkulov,BOS,824.3333
13,9,22,0.54078,2,43,12,Nelson,0,6,8475754,0,25,0.58139,C,1,1,20242025,2,2,0.11111,L,108,Brock Nelson,NYI,1150.4186
12,8,19,0.52173,1,45,8,Martinook,0,8,8476921,13,20,0.44444,L,0,0,20242025,0,1,0.11267,L,71,Jordan Martinook,CAR,917.7777
24,3,19, ,0,44,4,Carlson,0,14,8474590,17,28,0.63636,D,1,9,20242025,0,0,0.04123,R,97,John Carlson,WSH,1435.75
0,0,0, ,0,9,0,Perron,0,0,8474102,-4,0,0.0,L,0,0,20242025,0,0,0.0,R,25,David Perron,OTT,788.2222
2,0,2, ,0,13,0,Hutton,0,4,8480306,1,2,0.15384,D,0,0,20242025,0,0,0.0,R,10,Grant Hutton,NYI,807.6923
0,0,0,0.6,0,1,0,Finley,0,0,8482090,1,0,0.0,C,0,0,20242025,0,0,0.0,R,1,Jack Finley,TBL,505.0
4,10,14,0.4375,2,45,10,Kiviranta,0,12,8481641,7,14,0.31111,L,0,0,20242025,0,0,0.18518,L,54,Joel Kiviranta,COL,774.6
35,12,29,0.37995,6,46,17,Hughes,1,6,8481559,9,52,1.13043,C,5,22,20242025,0,1,0.0977,L,174,Jack Hughes,NJD,1251.9347
14,7,21,0.53977,2,45,9,Staal,0,12,8473533,9,23,0.51111,C,0,0,20242025,2,2,0.14285,L,63,Jordan Staal,CAR,920.5333
7,3,7,0.51546,0,40,6,Greig,0,24,8482092,-5,13,0.325,C,2,4,20242025,1,2,0.10526,L,57,Ridly Greig,OTT,946.85
36,17,43,0.52551,5,45,25,Rantanen,0,26,8478420,11,61,1.35555,R,8,18,20242025,0,0,0.19685,L,127,Mikko Rantanen,COL,1349.0666
2,0,2, ,0,4,0,Durzi,0,7,8480434,2,2,0.5,D,0,0,20242025,0,0,0.0,R,3,Sean Durzi,UTA,1287.5
0,0,0, ,0,2,0,Hagg,0,0,8477462,0,0,0.0,D,0,0,20242025,0,0, ,L,0,Robert Hagg,VGK,668.5
3,1,4,0.0,1,19,2,Sprong,0,2,8478466,-1,5,0.26315,R,1,1,20242025,0,0,0.06451,R,31,Daniel Sprong,VAN,721.8421
5,2,7, ,0,46,2,Rutta,0,26,8480172,-4,7,0.15217,D,0,0,20242025,0,0,0.04166,R,48,Jan Rutta,SJS,1020.6739
5,4,9,0.5594,0,42,4,Sissons,0,16,8476925,-13,9,0.21428,C,0,0,20242025,0,0,0.1,R,40,Colton Sissons,NSH,860.619
0,0,0, ,0,31,0,Graves,0,13,8477435,-8,0,0.0,D,0,0,20242025,0,0,0.0,L,23,Ryan Graves,PIT,925.4516
10,8,15,0.47967,3,43,9,Backlund,0,22,8474150,7,19,0.44186,C,1,4,20242025,0,0,0.07826,L,115,Mikael Backlund,CGY,1159.6511
18,11,25,0.40625,1,44,14,Tuch,0,25,8477949,15,32,0.72727,R,0,4,20242025,3,3,0.14432,R,97,Alex Tuch,BUF,1164.1136
5,0,5, ,0,35,0,Lundkvist,0,16,8480878,5,5,0.14285,D,0,0,20242025,0,0,0.0,R,48,Nils Lundkvist,DAL,902.4
13,11,20,0.48484,1,45,12,Niederreiter,0,18,8475799,19,25,0.55555,R,1,5,20242025,0,0,0.12631,L,95,Nino Niederreiter,WPG,870.5333
4,6,10,0.48,5,45,9,Blake,0,20,8482809,0,13,0.28888,R,3,3,20242025,0,0,0.14285,R,63,Jackson Blake,CAR,703.7333
20,11,25,0.47619,1,45,13,McCann,1,8,8477955,7,33,0.73333,L,2,7,20242025,0,1,0.12149,L,107,Jared McCann,SEA,1061.3333
28,3,21, ,0,46,4,Karlsson,0,18,8474578,-15,32,0.69565,D,1,11,20242025,0,0,0.03478,R,115,Erik Karlsson,PIT,1368.6739
10,2,8,0.0,0,42,2,Balinskis,0,17,8484304,-7,12,0.28571,D,0,4,20242025,0,0,0.03703,L,54,Uvis Balinskis,FLA,905.7142
16,5,14, ,0,43,5,Dobson,0,16,8480865,-5,21,0.48837,D,0,6,20242025,0,1,0.03816,R,131,Noah Dobson,NYI,1450.6046
10,2,10, ,1,43,3,Skjei,0,16,8476869,-5,13,0.30232,D,1,3,20242025,0,0,0.03571,L,84,Brady Skjei,NSH,1293.9302
0,0,0, ,0,6,0,Luneau,0,2,8483482,-5,0,0.0,D,0,0,20242025,0,0,0.0,R,6,Tristan Luneau,ANA,993.3333
16,2,17, ,1,42,2,Girard,1,10,8479398,6,18,0.42857,D,0,1,20242025,0,0,0.03636,L,55,Samuel Girard,COL,1270.2142
6,7,13,0.0,1,42,8,Mikheyev,0,10,8481624,1,14,0.33333,R,0,0,20242025,1,1,0.11594,L,69,Ilya Mikheyev,CHI,903.5476
5,1,6, ,1,29,1,Miromanov,0,6,8482624,1,6,0.20689,D,0,0,20242025,0,0,0.02857,R,35,Daniil Miromanov,CGY,1130.7586
22,2,10, ,0,37,6,Gostisbehere,0,16,8476906,-5,28,0.75675,D,4,18,20242025,0,0,0.08108,L,74,Shayne Gostisbehere,CAR,1143.4864
18,3,20,0.54026,1,40,3,Danault,0,10,8476479,5,21,0.525,C,0,0,20242025,0,1,0.04838,L,62,Phillip Danault,LAK,1062.0
9,10,18,0.23529,1,45,10,Palat,0,6,8476292,3,19,0.42222,L,0,1,20242025,0,0,0.16129,L,62,Ondrej Palat,NJD,831.2888
0,0,0,0.5,0,6,0,Klapka,0,8,8483609,1,0,0.0,R,0,0,20242025,0,0,0.0,R,7,Adam Klapka,CGY,509.3333
1,0,1,1.0,0,10,0,Gushchin,0,6,8482101,-2,1,0.1,L,0,0,20242025,0,0,0.0,L,13,Danil Gushchin,SJS,727.2
4,2,3, ,0,18,2,Boqvist,0,6,8480871,-4,6,0.33333,D,0,3,20242025,0,0,0.09523,R,21,Adam Boqvist,FLA,770.5555
19,7,19,0.59888,1,43,9,Giroux,0,14,8473512,5,28,0.65116,R,2,8,20242025,0,1,0.10975,R,82,Claude Giroux,OTT,1119.2558
8,16,23,0.48275,2,45,17,Roslovic,0,4,8478458,-4,25,0.55555,C,1,2,20242025,0,0,0.1954,R,87,Jack Roslovic,CAR,862.1111
6,4,10,0.42635,0,45,5,Kelly,0,12,8480448,-7,11,0.24444,C,0,0,20242025,1,1,0.09803,L,51,Parker Kelly,COL,788.4444
1,0,1,1.0,0,25,0,Shore,0,2,8476913,-4,1,0.04,C,0,0,20242025,0,0,0.0,L,19,Devin Shore,MIN,493.12
11,5,16,0.41176,0,36,5,Turcotte,0,10,8481532,12,16,0.44444,C,0,0,20242025,0,0,0.11904,L,42,Alex Turcotte,LAK,758.1388
17,2,10, ,0,41,2,Lohrei,0,12,8482511,-14,19,0.46341,D,0,9,20242025,0,0,0.05405,L,37,Mason Lohrei,BOS,1095.9268
8,6,12,0.4772,2,33,6,Roy,0,31,8478462,-8,14,0.42424,C,0,2,20242025,0,0,0.11111,R,54,Nicolas Roy,VGK,959.4545
23,1,16, ,2,46,5,Hamilton,0,22,8476462,4,28,0.60869,D,4,12,20242025,0,0,0.03703,R,135,Dougie Hamilton,NJD,1198.5869
24,13,28,0.40683,1,45,27,Reinhart,0,12,8477933,10,51,1.13333,C,9,17,20242025,5,6,0.23076,R,117,Sam Reinhart,FLA,1244.2666
0,1,1, ,0,3,1,Phillips,0,0,8482192,0,1,0.33333,D,0,0,20242025,0,0,0.33333,L,3,Isaak Phillips,CHI,713.6666
6,2,6,0.45454,0,40,3,Tatar,0,12,8475193,-2,9,0.225,L,1,3,20242025,0,0,0.07894,L,38,Tomas Tatar,NJD,630.1
0,0,0, ,0,1,0,Milne,0,0,8482829,0,0,0.0,L,0,0,20242025,0,0, ,L,0,Michael Milne,MIN,394.0
12,4,13,1.0,0,42,4,Burakovsky,0,6,8477444,-8,16,0.38095,L,0,3,20242025,0,0,0.0625,L,64,Andre Burakovsky,SEA,885.5476
0,0,0, ,0,3,0,Kaliyev,0,0,8481560,-1,0,0.0,R,0,0,20242025,0,0,0.0,L,4,Arthur Kaliyev,NYR,629.6666
9,7,14,0.33333,0,39,7,Saad,0,6,8476438,-11,16,0.41025,L,0,2,20242025,0,0,0.10769,L,65,Brandon Saad,STL,876.5897
9,6,15, ,0,34,6,Middleton,0,21,8478136,16,15,0.44117,D,0,0,20242025,0,0,0.11764,L,51,Jake Middleton,MIN,1258.6764
18,9,22,0.47136,3,34,13,Celebrini,1,14,8484801,-12,31,0.91176,C,4,9,20242025,0,0,0.11607,L,112,Macklin Celebrini,SJS,1178.9705
1,0,1, ,0,6,0,Grans,0,2,8482169,0,1,0.16666,D,0,0,20242025,0,0,0.0,R,5,Helge Grans,PHI,867.5
7,2,9, ,0,46,2,Siegenthaler,0,40,8478399,11,9,0.19565,D,0,0,20242025,0,0,0.04651,L,43,Jonas Siegenthaler,NJD,1199.1956
11,1,12, ,1,46,1,Kovacevic,0,35,8480192,15,12,0.26086,D,0,0,20242025,0,0,0.0238,R,42,Johnathan Kovacevic,NJD,1191.2391
0,1,1, ,0,11,1,Englund,0,12,8477971,-1,1,0.0909,D,0,0,20242025,0,0,0.25,L,4,Andreas Englund,LAK,620.8181
2,2,4,0.5,0,33,2,Lafferty,0,20,8478043,-3,4,0.12121,C,0,0,20242025,0,0,0.08333,R,24,Sam Lafferty,BUF,602.7575
0,0,0, ,0,2,0,Karlsson,0,0,8481024,-1,0,0.0,C,0,0,20242025,0,0,0.0,R,1,Linus Karlsson,VAN,604.0
0,0,0,0.33333,0,4,0,Lambert,0,2,8483471,-1,0,0.0,C,0,0,20242025,0,0,0.0,R,1,Brad Lambert,WPG,764.0
8,2,10, ,0,45,2,Larsson,0,19,8476457,1,10,0.22222,D,0,0,20242025,0,0,0.03333,R,60,Adam Larsson,SEA,1237.6666
2,0,2, ,0,26,0,Dumba,0,29,8476856,0,2,0.07692,D,0,0,20242025,0,0,0.0,R,22,Mathew Dumba,DAL,928.3846
0,0,0, ,0,5,0,Jones,0,2,8478452,-2,0,0.0,D,0,0,20242025,0,0,0.0,L,6,Caleb Jones,LAK,768.6
12,1,7, ,1,28,3,Jones,0,10,8477495,-13,15,0.53571,D,2,8,20242025,0,0,0.05882,R,51,Seth Jones,CHI,1480.3928
4,3,6,0.50892,0,23,3,Parssinen,0,4,8481704,-6,7,0.30434,C,0,1,20242025,0,0,0.17647,L,17,Juuso Parssinen,NSH,683.7826
0,0,0, ,0,4,0,Schueneman,0,0,8481461,0,0,0.0,D,0,0,20242025,0,0,0.0,L,4,Corey Schueneman,STL,843.0
4,5,9,0.33333,2,38,7,Chaffee,0,15,8482070,1,11,0.28947,R,2,2,20242025,0,0,0.18918,R,37,Mitchell Chaffee,TBL,780.6578
18,11,19,0.23255,2,43,14,Marchessault,1,31,8476539,-9,32,0.74418,R,3,13,20242025,0,0,0.10937,R,128,Jonathan Marchessault,NSH,1088.8139
1,2,3,0.0,1,3,2,Frank,0,2,8483573,4,3,1.0,C,0,0,20242025,0,0,0.66666,R,3,Ethen Frank,WSH,663.3333
0,0,0,0.75,0,5,0,Nylander,0,4,8479423,-1,0,0.0,L,0,0,20242025,0,0,0.0,R,4,Alexander Nylander,TOR,593.2
0,0,0, ,0,3,0,Légaré,0,0,8481594,-1,0,0.0,R,0,0,20242025,0,0,0.0,R,3,Nathan Légaré,NJD,640.6666
6,0,6, ,0,37,1,Pesce,0,11,8477488,-3,7,0.18918,D,0,0,20242025,1,1,0.02127,R,47,Brett Pesce,NJD,1256.8918
15,5,19, ,1,44,6,Hanifin,0,10,8478396,6,21,0.47727,D,1,2,20242025,0,0,0.07228,L,83,Noah Hanifin,VGK,1294.7045
9,0,9, ,0,30,0,Romanov,0,18,8481014,2,9,0.3,D,0,0,20242025,0,0,0.0,L,40,Alexander Romanov,NYI,1305.4
4,1,5, ,0,35,1,Holl,0,10,8475718,-2,5,0.14285,D,0,0,20242025,0,0,0.06666,R,15,Justin Holl,DET,915.2285
17,13,26,0.39843,4,45,15,Holloway,1,8,8482077,12,32,0.71111,L,2,6,20242025,0,0,0.14018,L,107,Dylan Holloway,STL,968.1111
9,0,4, ,0,33,2,Drysdale,0,6,8482142,-16,11,0.33333,D,2,7,20242025,0,0,0.06451,R,31,Jamie Drysdale,PHI,1169.3939
10,2,12,0.0,0,31,2,Labanc,0,12,8478099,2,12,0.38709,R,0,0,20242025,0,0,0.0625,R,32,Kevin Labanc,CBJ,635.7741
6,2,8,0.42857,0,21,2,Kirkland,0,11,8477993,6,8,0.38095,C,0,0,20242025,0,0,0.22222,L,9,Justin Kirkland,CGY,582.0476
0,0,0, ,0,3,0,Milano,0,0,8477947,-3,0,0.0,L,0,0,20242025,0,0,0.0,L,4,Sonny Milano,WSH,432.6666
0,0,0,0.5,0,1,0,Brown,0,0,8477887,-1,0,0.0,C,0,0,20242025,0,0,0.0,R,2,Patrick Brown,BOS,762.0
15,6,14,0.545,2,46,7,Lindholm,0,10,8477496,-5,22,0.47826,C,1,6,20242025,0,2,0.09589,R,73,Elias Lindholm,BOS,1086.0434
0,0,0,1.0,0,3,0,Yamamoto,0,0,8479977,-1,0,0.0,R,0,0,20242025,0,0,0.0,R,1,Kailer Yamamoto,UTA,640.3333
1,1,2, ,0,43,1,Schenn,0,29,8474568,-11,2,0.04651,D,0,0,20242025,0,0,0.02,R,50,Luke Schenn,NSH,928.279
18,7,17,0.45454,3,43,13,Michkov,3,38,8484387,-13,31,0.72093,R,6,14,20242025,0,0,0.13829,L,94,Matvei Michkov,PHI,983.7441
2,0,2, ,0,27,0,Johnson,0,2,8471677,-7,2,0.07407,D,0,0,20242025,0,0,0.0,L,14,Jack Johnson,CBJ,775.8888
7,4,11,0.33333,1,43,4,Aston-Reese,0,21,8479944,-8,11,0.25581,C,0,0,20242025,0,0,0.07142,L,56,Zach Aston-Reese,CBJ,794.2093
0,0,0, ,0,9,0,O'Brien,0,19,8477070,-1,0,0.0,C,0,0,20242025,0,0,0.0,L,12,Liam O'Brien,UTA,557.0
4,3,7, ,0,37,3,Whitecloud,0,14,8480727,2,7,0.18918,D,0,0,20242025,0,0,0.07692,R,39,Zach Whitecloud,VGK,996.054
5,5,10,0.36842,1,30,6,Smith,0,24,8475225,-7,11,0.36666,C,1,1,20242025,0,0,0.09677,R,62,Craig Smith,CHI,701.2333
26,20,35,0.48795,6,45,26,Scheifele,1,27,8476460,7,52,1.15555,C,6,17,20242025,0,0,0.2549,R,102,Mark Scheifele,WPG,1222.7555
10,2,12, ,0,43,2,Myers,0,37,8474574,-3,12,0.27906,D,0,0,20242025,0,0,0.04545,R,44,Tyler Myers,VAN,1238.4186
34,24,48,0.56201,9,44,31,Draisaitl,4,14,8477934,27,65,1.47727,C,7,17,20242025,0,0,0.22142,L,140,Leon Draisaitl,EDM,1282.6136
13,4,17, ,1,39,4,Edvinsson,1,20,8482762,7,17,0.43589,D,0,0,20242025,0,0,0.08888,L,45,Simon Edvinsson,DET,1240.2307
0,0,0, ,0,5,0,Stastney,0,0,8481056,-3,0,0.0,D,0,0,20242025,0,0,0.0,L,3,Spencer Stastney,NSH,1028.4
5,3,8,0.34375,2,45,4,Greer,0,78,8478421,0,9,0.2,L,0,0,20242025,1,1,0.07547,L,53,A.J. Greer,FLA,587.8
20,17,25,0.45871,5,45,24,Nylander,0,14,8477939,-6,44,0.97777,R,7,19,20242025,0,0,0.16438,R,146,William Nylander,TOR,1176.4666
1,0,1, ,0,3,0,Gravel,0,0,8475857,2,1,0.33333,D,0,0,20242025,0,0,0.0,L,1,Kevin Gravel,NSH,1099.0
18,3,19, ,1,41,3,Pietrangelo,0,6,8474565,15,21,0.51219,D,0,0,20242025,0,2,0.0375,R,80,Alex Pietrangelo,VGK,1357.4634
0,1,1,0.42857,0,7,1,Ritchie,0,0,8484221,-7,1,0.14285,C,0,0,20242025,0,0,0.0909,R,11,Calum Ritchie,COL,766.8571
2,1,3, ,0,33,1,Kaiser,0,14,8482176,-4,3,0.0909,D,0,0,20242025,0,0,0.0238,L,42,Wyatt Kaiser,CHI,1068.606
11,1,12, ,0,43,1,Cole,0,41,8474013,-3,12,0.27906,D,0,0,20242025,0,0,0.02272,L,44,Ian Cole,UTA,1256.6744
24,5,23,0.33333,1,41,10,Eklund,1,6,8482667,4,34,0.82926,L,5,9,20242025,0,2,0.12987,L,77,William Eklund,SJS,1175.0243
13,9,20,0.375,1,43,11,Vatrano,0,28,8478366,-6,24,0.55813,R,2,4,20242025,0,0,0.08148,L,135,Frank Vatrano,ANA,1071.5813
12,6,15,0.2,0,43,7,Armia,0,16,8476469,4,19,0.44186,R,0,3,20242025,1,1,0.11111,R,63,Joel Armia,MTL,885.9302
8,9,11,0.45454,2,40,14,Fiala,0,28,8477942,-10,22,0.55,L,5,11,20242025,0,0,0.12612,L,111,Kevin Fiala,LAK,1095.1
0,0,0, ,0,1,0,Bolduc,0,0,8481541,-1,0,0.0,D,0,0,20242025,0,0, ,L,0,Samuel Bolduc,NYI,356.0
2,2,4,0.38461,0,28,2,Motte,0,2,8477353,-10,4,0.14285,C,0,0,20242025,0,0,0.06451,L,31,Tyler Motte,DET,714.7857
1,0,1,1.0,0,7,0,Deslauriers,0,5,8475235,0,1,0.14285,L,0,0,20242025,0,0,0.0,L,4,Nicolas Deslauriers,PHI,364.8571
27,20,39,0.0,4,34,23,Kaprizov,1,14,8478864,21,50,1.47058,L,3,11,20242025,0,0,0.19166,L,120,Kirill Kaprizov,MIN,1357.0
6,9,15,0.5,0,21,11,Nichushkin,0,4,8477501,6,17,0.80952,R,2,2,20242025,0,0,0.21153,L,52,Valeri Nichushkin,COL,1177.7142
1,2,3,0.33333,1,16,2,Wood,0,12,8477425,-1,3,0.1875,L,0,0,20242025,0,0,0.06666,L,30,Miles Wood,COL,722.0
11,1,10,0.4041,0,43,2,Pospisil,0,66,8481028,2,13,0.30232,C,1,3,20242025,0,0,0.03333,L,60,Martin Pospisil,CGY,861.8139
14,13,21,0.35714,1,45,13,Tippett,1,14,8480015,-13,27,0.6,R,0,6,20242025,0,0,0.10924,R,119,Owen Tippett,PHI,1010.9555
4,1,3, ,0,20,1,Andrae,0,12,8482126,3,5,0.25,D,0,2,20242025,0,0,0.04,L,25,Emil Andrae,PHI,1158.4
17,11,22,0.56474,1,30,15,Matthews,1,12,8479318,-1,32,1.06666,C,4,10,20242025,0,0,0.12931,L,116,Auston Matthews,TOR,1219.1666
0,0,0, ,0,5,0,Felhaber,0,0,8479746,-1,0,0.0,L,0,0,20242025,0,0,0.0,L,2,Tye Felhaber,COL,331.0
0,1,1,0.5862,0,7,1,Condotta,0,0,8483549,-2,1,0.14285,L,0,0,20242025,0,0,0.2,L,5,Lucas Condotta,MTL,492.1428
11,7,17,0.41935,2,46,10,Mercer,0,12,8482110,10,21,0.45652,C,2,3,20242025,1,1,0.12987,R,77,Dawson Mercer,NJD,1062.0
0,0,0,0.66666,0,1,0,Lettieri,0,0,8479968,0,0,0.0,C,0,0,20242025,0,0, ,R,0,Vinni Lettieri,BOS,774.0
22,13,33,0.56878,6,44,20,Tavares,1,26,8475166,3,42,0.95454,C,7,9,20242025,0,0,0.16,L,125,John Tavares,TOR,1096.8636
6,0,6, ,0,34,0,de Haan,0,8,8475177,-7,6,0.17647,D,0,0,20242025,0,0,0.0,L,37,Calvin de Haan,COL,906.3529
1,0,1, ,0,15,0,Heinola,0,4,8481572,7,1,0.06666,D,0,0,20242025,0,0,0.0,L,10,Ville Heinola,WPG,847.6666
12,4,15, ,1,31,4,Brodin,0,6,8476463,10,16,0.51612,D,0,0,20242025,0,1,0.07407,L,54,Jonas Brodin,MIN,1392.8709
13,2,14, ,0,44,2,Ekman-Larsson,0,30,8475171,9,15,0.3409,D,0,1,20242025,0,0,0.02666,L,75,Oliver Ekman-Larsson,TOR,1263.9318
13,0,12, ,0,42,1,McDonagh,0,12,8474151,21,14,0.33333,D,0,0,20242025,1,2,0.02272,L,44,Ryan McDonagh,TBL,1227.0714
12,5,17,0.0,1,32,6,Moore,0,2,8479675,2,18,0.5625,L,0,0,20242025,1,1,0.09375,L,64,Trevor Moore,LAK,1013.7812
1,0,1,1.0,0,7,0,Caggiula,0,5,8479465,0,1,0.14285,L,0,0,20242025,0,0,0.0,L,6,Drake Caggiula,EDM,438.0
3,2,5, ,0,27,2,Samuelsson,0,4,8480807,-7,5,0.18518,D,0,0,20242025,0,0,0.07692,L,26,Mattias Samuelsson,BUF,1104.8148
14,3,16, ,1,41,4,Nurse,1,28,8477498,9,18,0.43902,D,0,1,20242025,1,1,0.03809,L,105,Darnell Nurse,EDM,1301.9512
1,1,2, ,0,23,1,Wotherspoon,0,6,8478450,-2,2,0.08695,D,0,0,20242025,0,0,0.05555,L,18,Parker Wotherspoon,BOS,1039.3043
10,8,15,0.43333,2,41,10,Geekie,0,10,8479987,-4,20,0.4878,C,2,5,20242025,0,0,0.12345,R,81,Morgan Geekie,BOS,926.0731
4,0,3,0.48679,0,33,1,Nosek,0,6,8477931,4,5,0.15151,L,1,1,20242025,0,1,0.03571,L,28,Tomas Nosek,FLA,559.9696
3,1,3,0.45911,0,42,1,Khusnutdinov,0,12,8482177,-5,4,0.09523,C,0,0,20242025,0,1,0.04761,L,21,Marat Khusnutdinov,MIN,660.2619
13,7,17,0.55068,3,40,13,O'Reilly,0,11,8475158,-12,26,0.65,C,6,9,20242025,0,0,0.17808,L,73,Ryan O'Reilly,NSH,1133.25
4,2,6, ,0,24,2,Perunovich,0,6,8481059,1,6,0.25,D,0,0,20242025,0,0,0.22222,L,9,Scott Perunovich,STL,877.0
0,2,2, ,1,8,2,Bichsel,0,6,8483425,2,2,0.25,D,0,0,20242025,0,0,0.5,L,4,Lian Bichsel,DAL,822.625
7,3,10, ,0,31,3,York,0,18,8481546,0,10,0.32258,D,0,0,20242025,0,0,0.08823,L,34,Cam York,PHI,1290.7741
7,5,11,0.45945,0,42,6,Rasmussen,0,13,8479992,-1,13,0.30952,C,1,2,20242025,0,0,0.13043,L,46,Michael Rasmussen,DET,800.738
12,11,23,0.58823,4,41,11,Foegele,0,8,8477998,19,23,0.56097,L,0,0,20242025,0,0,0.11956,L,92,Warren Foegele,LAK,951.4146
8,1,9, ,0,45,1,Suter,0,16,8470600,5,9,0.2,D,0,0,20242025,0,0,0.02857,L,35,Ryan Suter,STL,1264.7777
0,0,0,0.0,0,5,0,Honzek,0,2,8484180,-1,0,0.0,L,0,0,20242025,0,0,0.0,L,6,Samuel Honzek,CGY,743.6
10,4,14, ,0,40,4,Mikkola,0,28,8478859,4,14,0.35,D,0,0,20242025,0,0,0.06666,L,60,Niko Mikkola,FLA,1205.45
16,16,30,0.35714,2,43,19,Lee,0,16,8475314,10,35,0.81395,L,3,5,20242025,0,0,0.14615,L,130,Anders Lee,NYI,1031.9069
46,8,37,0.21428,4,45,14,Marner,1,10,8478483,3,60,1.33333,R,5,22,20242025,1,1,0.12962,R,108,Mitch Marner,TOR,1286.4666
7,9,15,0.8,2,43,10,Mangiapane,0,10,8478233,5,17,0.39534,L,0,1,20242025,1,1,0.1923,L,52,Andrew Mangiapane,WSH,793.7441
