blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,firstGoals,gamesPlayed,giveaways,giveawaysPer60,hits,hitsPer60,lastName,missedShotCrossbar,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,otGoals,playerId,positionCode,seasonId,shootsCatches,shotAttemptsBlocked,skaterFullName,takeaways,takeawaysPer60,teamAbbrevs,timeOnIcePerGame
15,1.57,0.0,1,1.0,0,44,24,2.51,18,1.88,Janmark,1,0,3,0,14,18,0,8477406,C,20242025,L,17,Mattias Janmark,6,0.62,EDM,780.2
11,0.86,1.0,1,2.0,1,44,32,2.52,42,3.31,Killorn,1,0,2,2,35,40,1,8473986,L,20242025,L,50,Alex Killorn,6,0.47,ANA,1036.11
43,5.56,0.0,0,0.0,0,29,27,3.49,46,5.95,Desharnais,0,0,1,1,12,14,0,8479576,D,20242025,R,17,Vincent Desharnais,3,0.38,VAN,959.03
19,3.58,0.0,0,0.0,0,20,8,1.5,54,10.17,Greenway,1,2,1,0,15,19,0,8478413,L,20242025,L,11,Jordan Greenway,5,0.94,BUF,955.15
22,2.57,0.0,0,0.0,1,37,18,2.1,41,4.79,Leason,0,6,0,0,22,28,0,8481517,R,20242025,R,21,Brett Leason,7,0.81,ANA,831.56
3,0.94,0.0,0,0.0,0,20,3,0.94,48,15.13,Raty,0,0,0,0,2,2,0,8482691,C,20242025,L,5,Aatu Raty,1,0.31,VAN,570.85
39,2.9,1.0,0,1.0,2,45,38,2.83,22,1.63,Beniers,1,3,4,1,50,59,0,8482665,C,20242025,L,38,Matty Beniers,14,1.04,SEA,1073.46
53,3.61,1.0,1,2.0,1,36,47,3.2,40,2.72,Dahlin,0,1,4,2,33,40,1,8480839,D,20242025,L,88,Rasmus Dahlin,15,1.02,BUF,1466.44
100,6.93,2.0,0,2.0,1,45,58,4.02,35,2.42,Oleksiak,0,1,1,0,34,36,0,8476467,D,20242025,L,31,Jamie Oleksiak,9,0.62,SEA,1153.35
50,4.3,1.0,0,1.0,1,46,23,1.98,118,10.16,Kunin,2,2,1,1,25,31,0,8479316,C,20242025,R,36,Luke Kunin,7,0.6,SJS,908.5
39,2.37,1.0,0,1.0,3,39,45,2.74,5,0.3,Hughes,2,2,2,4,53,63,0,8480800,D,20242025,L,132,Quinn Hughes,16,0.97,VAN,1514.61
27,5.35,0.0,0,0.0,0,22,23,4.55,15,2.97,Johansson,0,0,1,3,10,14,0,8481607,D,20242025,L,17,Albert Johansson,6,1.18,DET,825.4
8,1.85,0.0,0,0.0,0,29,10,2.31,56,12.95,Ostapchuk,1,0,0,0,10,11,0,8482859,C,20242025,L,2,Zack Ostapchuk,3,0.69,OTT,536.51
7,0.87,1.0,0,1.0,0,32,22,2.75,7,0.87,Kuzmenko,0,3,0,1,16,21,0,8483808,L,20242025,R,21,Andrei Kuzmenko,13,1.63,CGY,896.81
21,2.11,1.0,1,2.0,5,35,28,2.82,25,2.52,Voronkov,0,1,2,1,29,34,0,8481716,L,20242025,L,14,Dmitri Voronkov,4,0.4,CBJ,1019.4
83,6.03,0.0,0,0.0,0,40,56,4.07,12,0.87,Maatta,0,1,1,2,18,22,0,8476874,D,20242025,L,27,Olli Maatta,13,0.94,"DET,UTA",1237.8
23,3.03,0.0,0,0.0,1,35,15,1.98,71,9.37,McCarron,0,1,2,1,18,22,0,8477446,C,20242025,R,15,Michael McCarron,6,0.79,NSH,779.08
35,2.96,1.0,0,1.0,3,44,17,1.43,70,5.92,Dickinson,0,1,0,1,25,27,0,8477450,C,20242025,L,46,Jason Dickinson,12,1.01,CHI,966.97
39,4.62,1.0,1,2.0,1,44,28,3.32,52,6.17,Beecher,0,2,0,0,18,20,0,8481556,C,20242025,L,12,John Beecher,9,1.06,BOS,689.47
1,5.38,,0,,0,2,0,0.0,1,5.38,Bradley,0,0,0,0,0,0,0,8482507,L,20242025,L,2,Chase Bradley,0,0.0,COL,334.5
39,3.89,0.0,0,0.0,1,44,13,1.29,83,8.29,Duhaime,0,5,3,0,26,34,0,8479520,R,20242025,L,18,Brandon Duhaime,4,0.39,WSH,818.97
30,4.31,1.0,0,1.0,1,33,22,3.16,46,6.61,Sundqvist,2,0,0,0,12,14,0,8476897,C,20242025,R,21,Oskar Sundqvist,8,1.15,STL,758.66
4,2.67,0.0,0,0.0,0,6,1,0.66,3,2.0,Graf,0,1,0,0,1,2,0,8484911,R,20242025,R,0,Collin Graf,3,2.0,SJS,896.5
24,1.96,0.0,0,0.0,0,37,41,3.35,11,0.9,Hughes,0,1,0,1,23,25,0,8482684,D,20242025,L,66,Luke Hughes,18,1.47,NJD,1187.64
19,4.01,0.0,0,0.0,0,23,23,4.86,14,2.96,Kolyachonok,0,0,1,1,7,9,0,8481609,D,20242025,L,16,Vladislav Kolyachonok,4,0.84,UTA,740.04
20,1.84,0.0,1,1.0,2,40,27,2.48,20,1.84,Zary,1,4,2,3,29,39,1,8482074,C,20242025,L,41,Connor Zary,7,0.64,CGY,978.15
8,1.57,0.0,0,0.0,0,26,15,2.94,22,4.32,Goncalves,1,0,0,0,7,8,0,8482201,C,20242025,L,8,Gage Goncalves,9,1.76,TBL,704.57
32,2.14,1.0,2,3.0,3,45,43,2.88,27,1.81,Boldy,5,9,7,2,64,87,1,8481557,L,20242025,L,65,Matt Boldy,29,1.94,MIN,1192.82
9,2.64,0.0,0,0.0,0,15,10,2.93,11,3.22,Nazar,0,2,0,0,8,10,0,8483493,C,20242025,R,8,Frank Nazar,0,0.0,CHI,817.46
8,0.9,0.0,0,0.0,3,41,12,1.35,11,1.24,Berggren,2,0,3,0,24,29,0,8481013,R,20242025,L,25,Jonatan Berggren,6,0.67,DET,774.95
27,2.05,2.0,1,3.0,3,43,41,3.12,15,1.14,Zibanejad,1,3,4,8,47,64,0,8476459,C,20242025,R,40,Mika Zibanejad,19,1.44,NYR,1098.02
45,3.34,0.0,0,0.0,2,46,33,2.45,85,6.31,Zetterlund,1,3,5,3,41,53,0,8480188,L,20242025,R,52,Fabian Zetterlund,16,1.18,SJS,1053.39
8,0.53,0.0,0,0.0,3,41,49,3.28,25,1.67,McDavid,0,7,1,3,40,52,0,8478402,C,20242025,L,55,Connor McDavid,17,1.13,EDM,1311.36
4,5.06,,0,,0,3,0,0.0,2,2.53,Brisebois,0,0,0,0,3,3,0,8478465,D,20242025,L,1,Guillaume Brisebois,1,1.26,VAN,948.33
20,1.77,0.0,0,0.0,4,44,21,1.86,29,2.57,Foerster,1,2,2,0,36,41,0,8482159,R,20242025,R,26,Tyson Foerster,5,0.44,PHI,921.7
45,5.05,0.0,0,0.0,0,37,36,4.04,19,2.13,Merrill,0,1,1,1,14,17,0,8475750,D,20242025,L,18,Jon Merrill,5,0.56,MIN,865.4
38,2.83,1.0,0,1.0,4,43,24,1.78,113,8.42,Norris,0,4,2,0,26,34,1,8480064,C,20242025,L,33,Josh Norris,11,0.82,OTT,1122.6
58,5.02,0.0,0,0.0,0,36,37,3.2,40,3.46,Mintyukov,2,3,0,2,18,25,0,8483490,D,20242025,L,30,Pavel Mintyukov,7,0.6,ANA,1154.97
2,8.81,,0,,0,2,2,8.81,1,4.4,Olausson,0,0,0,0,0,0,0,8482712,R,20242025,L,0,Oskar Olausson,0,0.0,COL,408.5
0,0.0,0.0,0,0.0,0,3,1,1.45,1,1.45,Merkulov,0,0,0,0,0,0,0,8483567,C,20242025,L,1,Georgii Merkulov,0,0.0,BOS,824.33
22,1.6,1.0,0,1.0,1,43,27,1.96,18,1.3,Nelson,3,8,1,3,36,51,0,8475754,C,20242025,L,45,Brock Nelson,19,1.38,NYI,1150.41
31,2.7,2.0,1,3.0,2,45,26,2.26,54,4.7,Martinook,1,2,2,1,42,48,0,8476921,L,20242025,L,28,Jordan Martinook,8,0.69,CAR,917.77
80,4.55,3.0,0,3.0,1,44,61,3.47,33,1.88,Carlson,3,5,4,0,38,50,0,8474590,D,20242025,R,84,John Carlson,18,1.02,WSH,1435.75
4,4.52,,0,,0,3,2,2.26,1,1.13,Johnson,0,0,0,0,6,6,0,8481564,D,20242025,L,3,Ryan Johnson,0,0.0,BUF,1060.0
33,2.75,1.0,1,2.0,1,35,23,1.92,45,3.76,Barkov,1,4,0,3,37,45,1,8477493,C,20242025,L,38,Aleksander Barkov,16,1.33,FLA,1230.34
28,2.35,0.0,0,0.0,2,43,26,2.18,61,5.13,DeBrusk,0,0,3,2,28,33,1,8478498,L,20242025,L,38,Jake DeBrusk,9,0.75,VAN,995.39
33,3.24,0.0,0,0.0,0,45,25,2.46,132,12.99,Tolvanen,2,1,6,0,38,47,0,8480009,R,20242025,L,28,Eeli Tolvanen,5,0.49,SEA,812.62
28,1.98,0.0,2,2.0,2,43,37,2.62,71,5.03,Stützle,0,1,3,6,23,33,0,8482116,C,20242025,L,50,Tim Stützle,12,0.85,OTT,1179.9
17,1.3,1.0,0,1.0,2,43,30,2.29,67,5.12,Batherson,1,2,2,2,38,45,0,8480208,R,20242025,R,44,Drake Batherson,14,1.07,OTT,1094.72
46,2.95,2.0,0,2.0,0,43,50,3.2,133,8.53,Trocheck,1,5,3,1,49,59,0,8476389,C,20242025,R,24,Vincent Trocheck,25,1.6,NYR,1304.93
1,0.5,,0,,0,9,4,2.02,15,7.61,Perron,0,1,0,0,5,6,0,8474102,L,20242025,R,8,David Perron,2,1.01,OTT,788.22
12,4.11,1.0,0,1.0,0,13,8,2.74,13,4.45,Hutton,0,0,0,0,5,5,0,8480306,D,20242025,R,5,Grant Hutton,2,0.68,NYI,807.69
0,0.0,,0,,0,1,1,7.12,1,7.12,Finley,0,0,0,0,0,0,0,8482090,C,20242025,R,0,Jack Finley,0,0.0,TBL,505.0
19,1.8,0.0,0,0.0,0,40,22,2.09,68,6.46,Greig,0,0,0,0,39,39,0,8482092,C,20242025,L,9,Ridly Greig,7,0.66,OTT,946.85
23,1.99,3.0,0,3.0,2,45,28,2.43,75,6.51,Staal,0,3,2,0,24,29,0,8473533,C,20242025,L,21,Jordan Staal,4,0.34,CAR,920.53
21,2.16,1.0,2,3.0,1,45,24,2.47,71,7.33,Kiviranta,1,0,4,0,17,22,0,8481641,L,20242025,L,22,Joel Kiviranta,11,1.13,COL,774.6
23,1.43,1.0,0,1.0,4,46,65,4.06,5,0.31,Hughes,0,5,2,3,60,72,1,8481559,C,20242025,L,106,Jack Hughes,18,1.12,NJD,1251.93
28,1.66,6.0,7,13.0,2,45,45,2.66,25,1.48,Rantanen,0,9,3,0,58,71,0,8478420,R,20242025,L,66,Mikko Rantanen,21,1.24,COL,1349.06
13,9.08,1.0,0,1.0,0,4,10,6.99,2,1.39,Durzi,0,0,0,0,5,5,0,8480434,D,20242025,R,3,Sean Durzi,3,2.09,UTA,1287.5
2,5.38,,0,,0,2,0,0.0,11,29.61,Hagg,0,0,0,0,0,0,0,8477462,D,20242025,L,2,Robert Hagg,0,0.0,VGK,668.5
69,5.29,0.0,0,0.0,1,46,47,3.6,33,2.53,Rutta,1,0,0,1,21,23,0,8480172,D,20242025,R,55,Jan Rutta,9,0.69,SJS,1020.67
0,0.0,0.0,0,0.0,2,19,9,2.36,11,2.88,Sprong,0,1,0,1,13,15,0,8478466,R,20242025,R,16,Daniel Sprong,3,0.78,"VAN,SEA",721.84
30,2.26,1.0,3,4.0,0,45,40,3.01,22,1.65,McCann,1,3,3,2,58,68,1,8477955,L,20242025,L,71,Jared McCann,16,1.2,SEA,1061.33
44,4.38,3.0,1,4.0,0,42,22,2.19,54,5.37,Sissons,0,0,0,0,25,25,0,8476925,C,20242025,R,16,Colton Sissons,16,1.59,NSH,860.61
40,5.01,,0,,0,31,32,4.01,36,4.51,Graves,1,0,0,2,13,16,0,8477435,D,20242025,L,36,Ryan Graves,13,1.63,PIT,925.45
22,1.58,3.0,1,4.0,2,43,39,2.81,22,1.58,Backlund,3,2,3,1,44,54,0,8474150,C,20242025,L,49,Mikael Backlund,26,1.87,CGY,1159.65
70,4.91,0.0,2,2.0,3,44,34,2.38,34,2.38,Tuch,0,6,4,1,56,67,0,8477949,R,20242025,R,40,Alex Tuch,24,1.68,BUF,1164.11
32,3.64,0.0,0,0.0,0,35,26,2.96,16,1.82,Lundkvist,1,0,3,0,21,25,0,8480878,D,20242025,R,63,Nils Lundkvist,5,0.56,DAL,902.4
24,2.2,1.0,3,4.0,1,45,31,2.84,89,8.17,Niederreiter,1,4,0,2,35,42,0,8475799,R,20242025,L,24,Nino Niederreiter,7,0.64,WPG,870.53
13,1.47,0.0,0,0.0,0,45,26,2.95,9,1.02,Blake,0,1,2,1,20,24,0,8482809,R,20242025,R,22,Jackson Blake,11,1.25,CAR,703.73
60,3.43,0.0,0,0.0,1,46,75,4.28,15,0.85,Karlsson,1,2,2,2,50,57,0,8474578,D,20242025,R,127,Erik Karlsson,20,1.14,PIT,1368.67
29,2.74,0.0,0,0.0,0,42,25,2.36,35,3.31,Balinskis,0,3,1,0,14,18,0,8484304,D,20242025,L,39,Uvis Balinskis,16,1.51,FLA,905.71
77,4.44,1.0,1,2.0,0,43,62,3.57,35,2.02,Dobson,2,4,1,1,45,53,0,8480865,D,20242025,R,89,Noah Dobson,26,1.5,NYI,1450.6
42,2.71,0.0,0,0.0,0,43,58,3.75,29,1.87,Skjei,1,0,3,1,30,35,0,8476869,D,20242025,L,62,Brady Skjei,18,1.16,NSH,1293.93
34,2.88,2.0,0,2.0,0,40,45,3.81,36,3.05,Danault,3,4,0,2,22,31,0,8476479,C,20242025,L,30,Phillip Danault,13,1.1,LAK,1062.0
35,3.36,0.0,1,1.0,3,45,33,3.17,77,7.41,Palat,1,3,1,2,22,29,0,8476292,L,20242025,L,29,Ondrej Palat,18,1.73,NJD,831.28
5,2.47,0.0,0,0.0,0,10,1,0.49,5,2.47,Gushchin,1,0,0,1,9,11,0,8482101,L,20242025,L,9,Danil Gushchin,0,0.0,SJS,727.2
22,1.64,0.0,1,1.0,1,43,35,2.61,38,2.84,Giroux,1,2,1,0,27,31,0,8473512,R,20242025,R,21,Claude Giroux,8,0.59,OTT,1119.25
7,8.24,,0,,0,6,1,1.17,20,23.56,Klapka,0,0,0,0,3,3,0,8483609,R,20242025,R,3,Adam Klapka,1,1.17,CGY,509.33
10,2.59,0.0,0,0.0,0,18,8,2.07,6,1.55,Boqvist,0,0,0,0,9,9,0,8480871,D,20242025,R,23,Adam Boqvist,4,1.03,FLA,770.55
9,5.43,,0,,0,6,6,3.62,5,3.02,Luneau,0,0,0,0,4,4,0,8483482,D,20242025,R,6,Tristan Luneau,1,0.6,ANA,993.33
67,4.52,1.0,0,1.0,0,42,52,3.5,38,2.56,Girard,1,1,2,1,16,21,1,8479398,D,20242025,L,54,Samuel Girard,10,0.67,COL,1270.21
5,0.47,0.0,1,1.0,3,42,21,1.99,19,1.8,Mikheyev,0,0,0,2,19,21,0,8481624,R,20242025,L,21,Ilya Mikheyev,11,1.04,CHI,903.54
42,4.61,0.0,0,0.0,1,29,28,3.07,11,1.2,Miromanov,0,1,1,1,13,16,0,8482624,D,20242025,R,49,Daniil Miromanov,9,0.98,CGY,1130.75
32,2.72,0.0,0,0.0,1,37,40,3.4,30,2.55,Gostisbehere,4,3,0,0,45,52,0,8476906,D,20242025,L,69,Shayne Gostisbehere,21,1.78,CAR,1143.48
0,0.0,,0,,0,1,0,0.0,3,27.41,Milne,0,0,0,0,0,0,0,8482829,L,20242025,L,0,Michael Milne,0,0.0,MIN,394.0
16,1.54,0.0,0,0.0,1,42,17,1.64,19,1.83,Burakovsky,0,2,5,2,19,28,0,8477444,L,20242025,L,32,Andre Burakovsky,9,0.87,SEA,885.54
10,1.05,1.0,0,1.0,2,39,25,2.63,7,0.73,Saad,1,0,0,0,21,23,0,8476438,L,20242025,L,26,Brandon Saad,11,1.15,STL,876.58
84,7.06,2.0,0,2.0,3,34,31,2.6,53,4.45,Middleton,2,1,1,0,11,15,0,8478136,D,20242025,L,37,Jake Middleton,16,1.34,MIN,1258.67
25,2.24,0.0,0,0.0,1,34,50,4.49,18,1.61,Celebrini,3,4,3,3,38,51,1,8484801,C,20242025,L,48,Macklin Celebrini,12,1.07,SJS,1178.97
80,5.22,0.0,0,0.0,0,46,49,3.19,67,4.37,Siegenthaler,0,1,0,1,24,26,0,8478399,D,20242025,L,41,Jonas Siegenthaler,14,0.91,NJD,1199.19
1,1.9,,0,,0,3,0,0.0,3,5.71,Kaliyev,0,0,0,0,1,1,0,8481560,R,20242025,L,1,Arthur Kaliyev,0,0.0,NYR,629.66
7,3.69,,0,,0,11,8,4.21,20,10.54,Englund,0,0,0,0,2,2,0,8477971,D,20242025,L,1,Andreas Englund,1,0.52,LAK,620.81
61,4.0,1.0,0,1.0,0,46,59,3.87,58,3.81,Kovacevic,0,2,0,1,31,34,0,8480192,D,20242025,R,42,Johnathan Kovacevic,16,1.05,NJD,1191.23
5,3.45,0.0,0,0.0,0,6,8,5.53,4,2.76,Grans,0,0,0,0,3,3,0,8482169,D,20242025,R,5,Helge Grans,2,1.38,PHI,867.5
13,1.2,0.0,1,1.0,2,45,37,3.43,7,0.64,Roslovic,2,6,1,4,34,47,0,8478458,C,20242025,R,35,Jack Roslovic,15,1.39,CAR,862.11
36,3.65,2.0,1,3.0,2,45,24,2.43,87,8.82,Kelly,0,0,6,1,31,38,0,8480448,C,20242025,L,32,Parker Kelly,12,1.21,COL,788.44
15,4.38,0.0,0,0.0,0,25,10,2.92,31,9.05,Shore,0,2,0,0,5,7,0,8476913,C,20242025,L,4,Devin Shore,6,1.75,MIN,493.12
13,1.71,1.0,0,1.0,2,36,24,3.16,15,1.97,Turcotte,2,0,1,1,20,24,0,8481532,C,20242025,L,20,Alex Turcotte,7,0.92,LAK,758.13
51,4.08,0.0,0,0.0,0,41,52,4.16,9,0.72,Lohrei,2,1,2,0,20,25,0,8482511,D,20242025,L,53,Mason Lohrei,16,1.28,BOS,1095.92
11,1.25,0.0,0,0.0,0,33,28,3.18,26,2.95,Roy,0,0,1,0,17,18,0,8478462,C,20242025,R,22,Nicolas Roy,12,1.36,VGK,959.45
61,3.98,0.0,0,0.0,0,46,70,4.57,52,3.39,Hamilton,3,1,3,4,55,66,0,8476462,D,20242025,R,101,Dougie Hamilton,17,1.11,NJD,1198.58
37,2.37,1.0,2,3.0,4,45,43,2.76,57,3.66,Reinhart,0,1,5,3,49,58,0,8477933,C,20242025,R,47,Sam Reinhart,16,1.02,FLA,1244.26
4,6.72,,0,,1,3,2,3.36,3,5.04,Phillips,0,0,0,0,0,0,0,8482192,D,20242025,L,2,Isaak Phillips,0,0.0,CHI,713.66
8,1.14,1.0,0,1.0,0,40,21,2.99,34,4.85,Tatar,0,0,0,3,12,15,0,8475193,L,20242025,L,19,Tomas Tatar,3,0.42,NJD,630.1
9,1.62,0.0,0,0.0,1,33,15,2.71,48,8.68,Lafferty,0,1,1,0,6,8,0,8478043,C,20242025,R,11,Sam Lafferty,1,0.18,BUF,602.75
0,0.0,,0,,0,2,0,0.0,1,2.98,Karlsson,0,0,0,0,0,0,0,8481024,C,20242025,R,0,Linus Karlsson,0,0.0,VAN,604.0
4,4.71,,0,,0,4,1,1.17,5,5.89,Lambert,0,0,0,1,2,3,0,8483471,C,20242025,R,4,Brad Lambert,0,0.0,WPG,764.0
92,5.94,2.0,1,3.0,0,45,30,1.93,57,3.68,Larsson,1,0,2,2,34,39,0,8476457,D,20242025,R,48,Adam Larsson,14,0.9,SEA,1237.66
20,2.98,0.0,0,0.0,0,26,34,5.07,36,5.36,Dumba,0,0,0,2,19,21,0,8476856,D,20242025,R,33,Mathew Dumba,7,1.04,DAL,928.38
4,3.74,,0,,0,5,2,1.87,9,8.43,Jones,0,0,0,0,3,3,0,8478452,D,20242025,L,6,Caleb Jones,1,0.93,LAK,768.6
49,4.25,0.0,0,0.0,0,28,30,2.6,30,2.6,Jones,0,2,1,0,24,27,0,8477495,D,20242025,R,46,Seth Jones,13,1.12,CHI,1480.39
12,2.74,0.0,0,0.0,2,23,9,2.06,40,9.15,Parssinen,0,1,1,0,7,9,0,8481704,C,20242025,L,9,Juuso Parssinen,2,0.45,"NSH,COL",683.78
7,7.47,,0,,0,4,2,2.13,1,1.06,Schueneman,0,0,0,0,2,2,0,8481461,D,20242025,L,3,Corey Schueneman,0,0.0,STL,843.0
14,1.69,0.0,0,0.0,1,38,17,2.06,69,8.37,Chaffee,0,1,3,1,12,17,0,8482070,R,20242025,R,14,Mitchell Chaffee,8,0.97,TBL,780.65
13,0.99,1.0,1,2.0,4,43,55,4.22,57,4.38,Marchessault,1,5,1,1,28,36,1,8476539,R,20242025,R,57,Jonathan Marchessault,5,0.38,NSH,1088.81
0,0.0,0.0,0,0.0,0,3,0,0.0,3,5.42,Frank,1,1,0,0,1,3,0,8483573,C,20242025,R,1,Ethen Frank,2,3.61,WSH,663.33
1,1.87,,0,,0,3,0,0.0,12,22.47,Légaré,0,0,0,0,0,0,0,8481594,R,20242025,R,1,Nathan Légaré,0,0.0,NJD,640.66
76,5.88,0.0,0,0.0,0,37,30,2.32,15,1.16,Pesce,0,2,2,0,10,14,0,8477488,D,20242025,R,47,Brett Pesce,14,1.08,NJD,1256.89
72,4.55,1.0,0,1.0,1,44,63,3.98,27,1.7,Hanifin,1,0,1,0,20,22,0,8478396,D,20242025,L,58,Noah Hanifin,18,1.13,VGK,1294.7
65,5.97,0.0,0,0.0,0,30,41,3.76,73,6.71,Romanov,0,1,0,1,16,18,0,8481014,D,20242025,L,43,Alexander Romanov,14,1.28,NYI,1305.4
41,4.6,0.0,0,0.0,0,35,42,4.72,20,2.24,Holl,0,1,2,0,17,20,0,8475718,D,20242025,R,15,Justin Holl,3,0.33,DET,915.22
28,2.31,0.0,2,2.0,1,45,40,3.3,91,7.51,Holloway,3,2,1,0,28,34,1,8482077,L,20242025,L,48,Dylan Holloway,19,1.57,STL,968.11
46,4.29,0.0,0,0.0,0,33,35,3.26,6,0.55,Drysdale,1,1,0,1,18,21,0,8482142,D,20242025,R,41,Jamie Drysdale,11,1.02,PHI,1169.39
0,0.0,,0,,0,5,3,3.64,0,0.0,Nylander,0,1,0,0,3,4,0,8479423,L,20242025,R,0,Alexander Nylander,1,1.21,TOR,593.2
13,2.37,0.0,0,0.0,1,31,14,2.55,28,5.11,Labanc,1,3,2,2,14,22,0,8478099,R,20242025,R,30,Kevin Labanc,5,0.91,CBJ,635.77
16,4.71,0.0,0,0.0,1,21,8,2.35,45,13.25,Kirkland,0,0,1,0,8,9,0,8477993,C,20242025,L,5,Justin Kirkland,3,0.88,CGY,582.04
0,0.0,,0,,0,3,1,2.77,1,2.77,Milano,0,0,0,0,0,0,0,8477947,L,20242025,L,0,Sonny Milano,0,0.0,WSH,432.66
2,9.44,,0,,0,1,0,0.0,4,18.89,Brown,0,0,0,0,1,1,0,8477887,C,20242025,R,0,Patrick Brown,1,4.72,BOS,762.0
48,3.45,2.0,0,2.0,2,46,25,1.8,76,5.47,Lindholm,0,5,2,3,38,49,0,8477496,C,20242025,R,33,Elias Lindholm,13,0.93,BOS,1086.04
0,0.0,,0,,0,3,0,0.0,2,3.74,Yamamoto,0,0,0,1,0,1,0,8479977,R,20242025,R,0,Kailer Yamamoto,0,0.0,UTA,640.33
57,5.56,0.0,0,0.0,1,37,41,4.0,52,5.07,Whitecloud,1,1,0,0,16,18,0,8480727,D,20242025,R,36,Zach Whitecloud,6,0.58,VGK,996.05
17,2.9,0.0,0,0.0,1,30,20,3.42,23,3.93,Smith,0,3,2,1,11,17,0,8475225,C,20242025,R,19,Craig Smith,8,1.36,CHI,701.23
78,5.27,0.0,0,0.0,0,43,35,2.36,54,3.65,Myers,0,2,3,0,31,36,0,8474574,D,20242025,R,36,Tyler Myers,19,1.28,VAN,1238.41
70,5.2,3.0,2,5.0,0,39,48,3.57,41,3.05,Edvinsson,1,1,3,1,19,25,1,8482762,D,20242025,L,50,Simon Edvinsson,11,0.81,DET,1240.23
18,1.14,1.0,2,3.0,6,44,50,3.18,11,0.7,Draisaitl,1,3,1,3,37,45,4,8477934,C,20242025,L,47,Leon Draisaitl,20,1.27,EDM,1282.61
37,2.42,3.0,1,4.0,2,45,56,3.66,37,2.42,Scheifele,1,3,2,4,44,56,1,8476460,C,20242025,R,32,Mark Scheifele,14,0.91,WPG,1222.75
58,5.23,0.0,0,0.0,1,43,33,2.97,161,14.52,Schenn,0,1,0,0,19,20,0,8474568,D,20242025,R,58,Luke Schenn,9,0.81,NSH,928.27
8,0.68,0.0,0,0.0,2,43,42,3.57,16,1.36,Michkov,0,3,1,0,35,42,3,8484387,R,20242025,L,32,Matvei Michkov,10,0.85,PHI,983.74
20,3.43,0.0,0,0.0,0,27,11,1.89,11,1.89,Johnson,1,0,0,0,4,5,0,8471677,D,20242025,L,14,Jack Johnson,7,1.2,CBJ,775.88
32,3.37,0.0,0,0.0,1,43,20,2.1,97,10.22,Aston-Reese,0,2,1,1,19,23,0,8479944,C,20242025,L,25,Zach Aston-Reese,3,0.31,CBJ,794.2
2,1.43,,0,,0,9,3,2.15,36,25.85,O'Brien,0,0,0,0,2,2,0,8477070,C,20242025,L,7,Liam O'Brien,1,0.71,UTA,557.0
124,8.26,0.0,0,0.0,0,43,64,4.26,52,3.46,Cole,2,0,1,1,24,28,0,8474013,D,20242025,L,40,Ian Cole,17,1.13,UTA,1256.67
26,1.94,0.0,1,1.0,1,41,44,3.28,26,1.94,Eklund,0,4,0,2,44,50,1,8482667,L,20242025,L,39,William Eklund,10,0.74,SJS,1175.02
31,2.42,2.0,2,4.0,3,43,24,1.87,115,8.98,Vatrano,1,4,1,3,49,58,0,8478366,R,20242025,L,44,Frank Vatrano,8,0.62,ANA,1071.58
21,1.98,0.0,2,2.0,1,43,19,1.79,55,5.19,Armia,1,3,1,3,22,30,0,8476469,R,20242025,R,48,Joel Armia,11,1.03,MTL,885.93
17,1.39,0.0,1,1.0,3,40,44,3.61,24,1.97,Fiala,3,4,4,1,54,66,0,8477942,L,20242025,L,57,Kevin Fiala,17,1.39,LAK,1095.1
20,3.59,0.0,0,0.0,0,28,12,2.15,35,6.29,Motte,0,2,1,0,19,22,0,8477353,C,20242025,L,26,Tyler Motte,12,2.15,DET,714.78
1,1.4,0.0,0,0.0,0,7,1,1.4,15,21.14,Deslauriers,0,1,0,0,4,5,0,8475235,L,20242025,L,2,Nicolas Deslauriers,0,0.0,PHI,364.85
14,1.09,0.0,6,6.0,4,34,50,3.9,11,0.85,Kaprizov,1,4,3,3,33,44,1,8478864,L,20242025,L,86,Kirill Kaprizov,9,0.7,MIN,1357.0
0,0.0,,0,,0,1,0,0.0,0,0.0,Bolduc,0,0,0,0,0,0,0,8481541,D,20242025,L,1,Samuel Bolduc,0,0.0,NYI,356.0
7,4.9,,0,,0,5,9,6.3,0,0.0,Stastney,0,0,0,0,1,1,0,8481056,D,20242025,L,4,Spencer Stastney,1,0.7,NSH,1028.4
16,2.17,0.0,0,0.0,0,45,23,3.13,121,16.46,Greer,0,0,0,2,21,23,0,8478421,L,20242025,L,18,A.J. Greer,6,0.81,FLA,587.8
14,0.95,1.0,4,5.0,1,45,38,2.58,4,0.27,Nylander,1,3,2,1,43,53,0,8477939,R,20242025,R,65,William Nylander,16,1.08,TOR,1176.46
4,4.36,0.0,0,0.0,0,3,2,2.18,4,4.36,Gravel,0,0,0,0,2,2,0,8475857,D,20242025,L,5,Kevin Gravel,0,0.0,NSH,1099.0
70,4.52,1.0,0,1.0,1,41,63,4.07,31,2.0,Pietrangelo,1,3,3,2,41,50,0,8474565,D,20242025,R,58,Alex Pietrangelo,16,1.03,VGK,1357.46
59,6.02,0.0,0,0.0,0,33,39,3.98,35,3.57,Kaiser,0,0,3,1,15,19,0,8482176,D,20242025,L,25,Wyatt Kaiser,15,1.53,CHI,1068.6
